bigg_id,name,iAF692_results,iAF987_results,iAM_Pb448_results,iAM_Pc455_results,iAM_Pf480_results,iAM_Pk459_results,iHN637_results,iJN1463_results,iML1515_results,iPC815_results,iSDY_1059_results,iSF_1195_results,iSSON_1240_results,iSbBS512_1146_results,iYL1228_results,iAF692,iAF987,iAM_Pb448,iAM_Pc455,iAM_Pf480,iAM_Pk459,iHN637,iJN1463,iML1515,iPC815,iSDY_1059,iSF_1195,iSSON_1240,iSbBS512_1146,iYL1228
sulfac_e,Sulfoacetate,,IS,,,,,,IS,IS,IS,IS,IS,IS,IS,IS,,IS,,,,,,IS,IS,IS,IS,IS,IS,IS,IS
tartr__L_e,L-tartrate,,,,,,,,,IN,IS,IS,IN,IN,IS,IS,,,,,,,,,IN,IS,IS,IN,IN,IS,IS
tcynt_e,Thiocyanate,,,,,,,,IS,IS,IS,IS,IS,IS,IS,IS,,,,,,,,IS,IS,IS,IS,IS,IS,IS,IS
trp__L_e,L-Tryptophan,,,IS,IS,IS,IS,OUT,GSC,GSC,IS,OUT,GSC,OUT,GSC,OUT,,,IS,IS,IS,IS,OUT,GSC,GSC,IS,OUT,GSC,OUT,GSC,OUT
ttdca_e,Tetradecanoate (n-C14:0),,IN,IS,IS,IS,IS,,IN,IN,IS,IN,IN,IN,IN,IN,,IN,IS,IS,IS,IS,,IN,IN,IS,IN,IN,IN,IN,IN
ttrcyc_e,Tetracycline,,,,,,,,IS,IS,,IS,IS,IS,IS,,,,,,,,,IS,IS,,IS,IS,IS,IS,
tym_e,Tyramine,,,,,,,,,IS,IS,IS,IS,IS,IS,IS,,,,,,,,,IS,IS,IS,IS,IS,IS,IS
tyr__L_e,L-Tyrosine,,,IS,IS,IS,IS,,GSC,OUT,IS,OUT,OUT,OUT,OUT,OUT,,,IS,IS,IS,IS,,GSC,OUT,IS,OUT,OUT,OUT,OUT,OUT
udpgal_e,UDPgalactose,,,,,,,,,IN,IS,IN,IN,IN,IN,IN,,,,,,,,,IN,IS,IN,IN,IN,IN,IN
val__L_e,L-Valine,OUT,IN,IS,IS,IS,IS,OUT,GSC,OUT,IS,OUT,OUT,OUT,OUT,OUT,OUT,IN,IS,IS,IS,IS,OUT,GSC,OUT,IS,OUT,OUT,OUT,OUT,OUT
xtsn_e,Xanthosine,,,,,,,,,GSC,IN,GSC,GSC,GSC,GSC,IS,,,,,,,,,GSC,IN,GSC,GSC,GSC,GSC,IS
12dgr141_p,"1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)",,,,,,,,,GSC,OUT,GSC,GSC,GSC,GSC,GSC,,,,,,,,,GSC,OUT,GSC,GSC,GSC,GSC,GSC
12dgr160_p,"1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)",,,,,,,,,GSC,OUT,GSC,GSC,GSC,GSC,GSC,,,,,,,,,GSC,OUT,GSC,GSC,GSC,GSC,GSC
12dgr181_p,"1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)",,,,,,,,,GSC,OUT,GSC,GSC,GSC,GSC,GSC,,,,,,,,,GSC,OUT,GSC,GSC,GSC,GSC,GSC
12ppd__R_p,"(R)-Propane-1,2-diol",,,,,,,,,OUT,IS,OUT,IS,OUT,OUT,,,,,,,,,,OUT,IS,OUT,IS,OUT,OUT,
1agpe120_p,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0),,,,,,,,,GSC,IN,GSC,OUT,GSC,GSC,GSC,,,,,,,,,GSC,IN,GSC,OUT,GSC,GSC,GSC
1agpe161_p,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1),,,,,,,,GSC,GSC,IN,GSC,OUT,GSC,GSC,GSC,,,,,,,,GSC,GSC,IN,GSC,OUT,GSC,GSC,GSC
1agpg140_p,1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0),,,,,,,,,GSC,GSC,GSC,OUT,GSC,GSC,GSC,,,,,,,,,GSC,GSC,GSC,OUT,GSC,GSC,GSC
1agpg180_p,1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0),,,,,,,,GSC,GSC,GSC,GSC,OUT,GSC,GSC,GSC,,,,,,,,GSC,GSC,GSC,GSC,OUT,GSC,GSC,GSC
1odecg3p_p,1-octadecanoyl-sn-glycerol 3-phosphate,,,,,,,,,GSC,GSC,GSC,OUT,GSC,GSC,GSC,,,,,,,,,GSC,GSC,GSC,OUT,GSC,GSC,GSC
1tdecg3p_p,1-tetradecanoyl-sn-glycerol 3-phosphate,,,,,,,,,GSC,GSC,GSC,OUT,GSC,GSC,GSC,,,,,,,,,GSC,GSC,GSC,OUT,GSC,GSC,GSC
23cump_p,"2',3'-Cyclic UMP",,,,,,,,,IN,IS,IN,IN,IN,IS,IN,,,,,,,,,IN,IS,IN,IN,IN,IS,IN
2agpe140_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),,,,,,,,,GSC,IN,GSC,GSC,GSC,GSC,GSC,,,,,,,,,GSC,IN,GSC,GSC,GSC,GSC,GSC
2ddecg3p_p,2-dodecanoyl-sn-glycerol 3-phosphate,,,,,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,,,,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC
2hdec9eg3p_p,2-hexadec-9-enoyl-sn-glycerol 3-phosphate,,,,,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,,,,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC
34dhpac_p,"3,4-Dihydroxyphenylacetaldehyde",,,,,,,,,IS,IS,IS,IS,IS,IS,IS,,,,,,,,,IS,IS,IS,IS,IS,IS,IS
3cmp_p,3  CMP C9H12N3O8P,,,,,,,,,IN,IN,IN,IN,IN,IS,IN,,,,,,,,,IN,IN,IN,IN,IN,IS,IN
3ump_p,3  UMP C9H11N2O9P,,,,,,,,,IN,IS,IN,IN,IN,IS,IN,,,,,,,,,IN,IS,IN,IN,IN,IS,IN
4abut_p,4-Aminobutanoate,,,,,,,,IN,GSC,IN,GSC,GSC,GSC,GSC,IN,,,,,,,,IN,GSC,IN,GSC,GSC,GSC,GSC,IN
5dglcn_p,5-Dehydro-D-gluconate,,,,,,,,,GSC,IN,IS,IS,IN,IS,IS,,,,,,,,,GSC,IN,IS,IS,IN,IS,IS
LalaDgluMdap_p,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",,GSC,,,,,,OUT,GSC,IS,GSC,GSC,GSC,GSC,GSC,,GSC,,,,,,OUT,GSC,IS,GSC,GSC,GSC,GSC,GSC
acac_p,Acetoacetate,,,,,,,,GSC,IN,IS,IS,IS,IN,IS,,,,,,,,,GSC,IN,IS,IS,IS,IN,IS,
acgal1p_p,N-Acetyl-D-galactosamine 1-phosphate,,,,,,,,,IS,IS,IS,IN,IS,IS,IS,,,,,,,,,IS,IS,IS,IN,IS,IS,IS
acmana_p,N-Acetyl-D-mannosamine,,,,,,,,,IN,IN,IS,IN,IN,IN,IN,,,,,,,,,IN,IN,IS,IN,IN,IN,IN
ade_p,Adenine,,,,,,,,GSC,GSC,IS,OUT,GSC,GSC,OUT,GSC,,,,,,,,GSC,GSC,IS,OUT,GSC,GSC,OUT,GSC
alltn_p,Allantoin,,,,,,,,GSC,GSC,IS,IS,IS,IS,IS,,,,,,,,,GSC,GSC,IS,IS,IS,IS,IS,
anhgm_p,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid,,OUT,,,,,,OUT,GSC,IN,GSC,GSC,GSC,GSC,GSC,,OUT,,,,,,OUT,GSC,IN,GSC,GSC,GSC,GSC,GSC
anhgm3p_p,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide,,GSC,,,,,,OUT,GSC,IN,GSC,GSC,GSC,GSC,GSC,,GSC,,,,,,OUT,GSC,IN,GSC,GSC,GSC,GSC,GSC
arbtn_fe3_p,Aerobactin,,,,,,,,IS,IS,,IS,IS,IS,IS,IS,,,,,,,,IS,IS,,IS,IS,IS,IS,IS
arg__L_p,L-Arginine,,,,,,,,IN,GSC,IN,GSC,GSC,GSC,GSC,GSC,,,,,,,,IN,GSC,IN,GSC,GSC,GSC,GSC,GSC
cbl1_p,Cob(I)alamin,,,,,,,,IS,IS,IS,IS,IS,IS,,IS,,,,,,,,IS,IS,IS,IS,IS,IS,,IS
cgly_p,Cys Gly C5H10N2O3S,,,,,,,,GSC,GSC,IN,GSC,GSC,GSC,OUT,GSC,,,,,,,,GSC,GSC,IN,GSC,GSC,GSC,OUT,GSC
chol_p,Choline C5H14NO,,,,,,,,IN,IS,IS,IS,IS,IS,IS,IS,,,,,,,,IN,IS,IS,IS,IS,IS,IS,IS
cit_p,Citrate,,,,,,,,GSC,GSC,IN,GSC,GSC,GSC,GSC,,,,,,,,,GSC,GSC,IN,GSC,GSC,GSC,GSC,
clpn160_p,"Cardiolipin (tetrahexadecanoyl, n-C16:0)",,OUT,,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,OUT,,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC
clpn180_p,"Cardiolipin (tetraoctadecanoyl, n-C18:0)",,OUT,,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,OUT,,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC
co2_p,CO2 CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpgn_p,Coprogen,,,,,,,,,IS,IS,IS,IS,IS,IS,IS,,,,,,,,,IS,IS,IS,IS,IS,IS,IS
cpgn_un_p,Coprogen unloaded (no Fe(III)),,,,,,,,,IS,,IS,IS,IS,IS,,,,,,,,,,IS,,IS,IS,IS,IS,
cyan_p,Hydrogen cyanide,,,,,,,,IS,IS,IS,IS,IS,IS,IS,IS,,,,,,,,IS,IS,IS,IS,IS,IS,IS,IS
dgsn_p,Deoxyguanosine,,,,,,,,IS,IN,IN,IN,IN,IN,IN,IN,,,,,,,,IS,IN,IN,IN,IN,IN,IN,IN
dms_p,Dimethyl sulfide,,,,,,,,,IS,IS,IS,IS,IS,IS,IS,,,,,,,,,IS,IS,IS,IS,IS,IS,IS
dmso_p,Dimethyl sulfoxide,,,,,,,,,IS,IS,IS,IS,IS,IS,IS,,,,,,,,,IS,IS,IS,IS,IS,IS,IS
dsbcrd_p,Protein disulfide isomerase II (reduced),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsbgrd_p,Periplasmic disulfide isomerase/thiol-disulphide oxidase (reduced),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eca3und_p,(enterobacterial common antigen)x3 undecaprenyl-diphosphate,,,,,,,,,OUT,IS,OUT,OUT,OUT,OUT,OUT,,,,,,,,,OUT,IS,OUT,OUT,OUT,OUT,OUT
eca4und_p,(enterobacterial common antigen)x4 undecaprenyl-diphosphate,,,,,,,,,OUT,IS,OUT,OUT,OUT,OUT,OUT,,,,,,,,,OUT,IS,OUT,OUT,OUT,OUT,OUT
etha_p,Ethanolamine,,,,,,,,IN,GSC,IS,OUT,IS,OUT,GSC,GSC,,,,,,,,IN,GSC,IS,OUT,IS,OUT,GSC,GSC
ethso3_p,Ethanesulfonate,,IS,,,,,,IN,IN,IN,IN,IN,IN,IS,IS,,IS,,,,,,IN,IN,IN,IN,IN,IN,IS,IS
fecrm_un_p,Ferrichrome minus Fe(III),,,,,,,,IS,IS,,IS,IS,IS,IS,,,,,,,,,IS,IS,,IS,IS,IS,IS,
feenter_p,Fe-enterobactin,,,,,,,,IS,GSC,IS,GSC,GSC,GSC,GSC,IN,,,,,,,,IS,GSC,IS,GSC,GSC,GSC,GSC,IN
g6p_p,D-Glucose 6-phosphate,,,,,,,,,IN,IN,IN,IN,IN,IN,IN,,,,,,,,,IN,IN,IN,IN,IN,IN,IN
gal_bD_p,Beta D-Galactose,,,,,,,,,IN,IS,IN,IN,IN,IN,IN,,,,,,,,,IN,IS,IN,IN,IN,IN,IN
gly_p,Glycine,,,,,,,,IN,GSC,IN,GSC,GSC,GSC,GSC,IN,,,,,,,,IN,GSC,IN,GSC,GSC,GSC,GSC,IN
glyc3p_p,Glycerol 3-phosphate,,,,,,,,,GSC,GSC,GSC,IN,GSC,GSC,GSC,,,,,,,,,GSC,GSC,GSC,IN,GSC,GSC,GSC
gmp_p,GMP C10H12N5O8P,,,,,,,,IS,IN,IS,IN,IN,IN,IN,IN,,,,,,,,IS,IN,IS,IN,IN,IN,IN,IN
gthrd_p,Reduced glutathione,,,,,,,,GSC,GSC,IS,GSC,GSC,GSC,GSC,GSC,,,,,,,,GSC,GSC,IS,GSC,GSC,GSC,GSC,GSC
inost_p,Myo-Inositol,,,,,,,,,IN,IS,IS,IS,IS,IS,IN,,,,,,,,,IN,IS,IS,IS,IS,IS,IN
leu__L_p,L-Leucine,,IN,,,,,,GSC,OUT,IS,OUT,OUT,OUT,OUT,OUT,,IN,,,,,,GSC,OUT,IS,OUT,OUT,OUT,OUT,OUT
lipoate_p,Lipoate,,,,,,,,,IS,,IS,IS,IS,IS,,,,,,,,,,IS,,IS,IS,IS,IS,
lys__L_p,L-Lysine,,OUT,,,,,,IN,OUT,IS,OUT,OUT,OUT,OUT,OUT,,OUT,,,,,,IN,OUT,IS,OUT,OUT,OUT,OUT,OUT
man_p,D-Mannose,,,,,,,,IN,IN,IN,IS,IN,IN,IN,IN,,,,,,,,IN,IN,IN,IS,IN,IN,IN,IN
melib_p,Melibiose C12H22O11,,,,,,,,IS,IN,IN,IS,IN,IS,IS,IN,,,,,,,,IS,IN,IN,IS,IN,IS,IS,IN
mobd_p,Molybdate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
murein3px4p_p,"Two disacharide linked murein units, tripeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)",,GSC,,,,,,GSC,GSC,IN,GSC,GSC,GSC,GSC,IN,,GSC,,,,,,GSC,GSC,IN,GSC,GSC,GSC,GSC,IN
murein4p3p_p,"Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)",,GSC,,,,,,GSC,GSC,IN,GSC,GSC,GSC,GSC,IN,,GSC,,,,,,GSC,GSC,IN,GSC,GSC,GSC,GSC,IN
murein4p4p_p,"Two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)",,GSC,,,,,,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC,,GSC,,,,,,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC
murein5p4p_p,"Two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)",,GSC,,,,,,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC,,GSC,,,,,,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC
murein5px3p_p,"Two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)",,GSC,,,,,,GSC,GSC,IS,GSC,GSC,GSC,GSC,OUT,,GSC,,,,,,GSC,GSC,IS,GSC,GSC,GSC,GSC,OUT
nac_p,Nicotinate,,,,,,,,GSC,IS,IS,IS,IS,IS,IS,IS,,,,,,,,GSC,IS,IS,IS,IS,IS,IS,IS
nh4_p,Ammonium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_p,Nitric oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no3_p,Nitrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o16a3und_p,(O16 antigen)x3 undecaprenyl diphosphate,,,,,,,,,IS,,,,,,,,,,,,,,,IS,,,,,,
o16a4und_p,(O16 antigen)x4 undecaprenyl diphosphate,,,,,,,,,IS,,,,,,,,,,,,,,,IS,,,,,,
o2_p,O2 O2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocdca_p,Octadecanoate (n-C18:0),,IN,,,,,,GSC,GSC,OUT,GSC,GSC,GSC,GSC,GSC,,IN,,,,,,GSC,GSC,OUT,GSC,GSC,GSC,GSC,GSC
orn_p,Ornithine,,,,,,,,IN,GSC,IN,GSC,GSC,GSC,GSC,GSC,,,,,,,,IN,GSC,IN,GSC,GSC,GSC,GSC,GSC
pa141_p,"1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate",,OUT,,,,,,OUT,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,OUT,,,,,,OUT,GSC,GSC,GSC,GSC,GSC,GSC,GSC
pa180_p,"1,2-dioctadecanoyl-sn-glycerol 3-phosphate",,OUT,,,,,,OUT,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,OUT,,,,,,OUT,GSC,GSC,GSC,GSC,GSC,GSC,GSC
pacald_p,Phenylacetaldehyde,,,,,,,,IN,IN,IS,IS,IS,IS,IS,IN,,,,,,,,IN,IN,IS,IS,IS,IS,IS,IN
pe181_p,"Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)",,OUT,,,,,,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC,,OUT,,,,,,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC
pg160_p,"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",,OUT,,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,OUT,,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC
pg180_p,"Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",,OUT,,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,OUT,,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC
pgp160_p,"Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)",,OUT,,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,OUT,,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC
pheme_p,Protoheme C34H30FeN4O4,,,,,,,,OUT,OUT,IS,OUT,OUT,OUT,OUT,OUT,,,,,,,,OUT,OUT,IS,OUT,OUT,OUT,OUT,OUT
ppa_p,Propionate (n-C3:0),,IN,,,,,,IN,IN,IS,IS,IS,IS,IS,IS,,IN,,,,,,IN,IN,IS,IS,IS,IS,IS,IS
ppal_p,Propanal,,,,,,,,,IN,IS,IS,IS,OUT,IS,IS,,,,,,,,,IN,IS,IS,IS,OUT,IS,IS
pydam_p,Pyridoxamine,,,,,,,,IS,IS,,IS,IS,IS,IS,,,,,,,,,IS,IS,,IS,IS,IS,IS,
pydxn_p,Pyridoxine,,,,,,,,,IS,,IS,IS,IS,IS,,,,,,,,,,IS,,IS,IS,IS,IS,
skm_p,Shikimate,,,,,,,,IN,IS,IS,IS,IS,IS,IS,IS,,,,,,,,IN,IS,IS,IS,IS,IS,IS,IS
slnt_p,Selenite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
so3_p,Sulfite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thm_p,Thiamin,,,,,,,,,IS,IS,IS,IS,IS,IS,IS,,,,,,,,,IS,IS,IS,IS,IS,IS,IS
thym_p,Thymine C5H6N2O2,,,,,,,,IN,OUT,IS,OUT,OUT,OUT,OUT,OUT,,,,,,,,IN,OUT,IS,OUT,OUT,OUT,OUT,OUT
tsul_p,Thiosulfate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tungs_p,Tungstate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uacgam_p,UDP-N-acetyl-D-glucosamine,,,,,,,,,IN,IS,IN,IN,IN,IN,IN,,,,,,,,,IN,IS,IN,IN,IN,IN,IN
udcpp_p,Undecaprenyl phosphate,,OUT,,,,,,OUT,OUT,IS,OUT,OUT,OUT,OUT,OUT,,OUT,,,,,,OUT,OUT,IS,OUT,OUT,OUT,OUT,OUT
udpglcur_p,UDP-D-glucuronate,,,,,,,,,IN,IS,IN,IN,IN,IN,IN,,,,,,,,,IN,IS,IN,IN,IN,IN,IN
xyl__D_p,D-Xylose,,,,,,,,,IN,IN,IS,IS,IN,IN,IN,,,,,,,,,IN,IN,IS,IS,IN,IN,IN
5mdr1p_c,5-Methylthio-5-deoxy-D-ribose 1-phosphate,IS,IS,IS,IS,IS,IS,,IS,,IN,,,,,GSC,IS,IS,IS,IS,IS,IS,,IS,,IN,,,,,GSC
5mdru1p_c,5-Methylthio-5-deoxy-D-ribulose 1-phosphate,,IS,,,,,,IS,,IN,,,,,GSC,,IS,,,,,,IS,,IN,,,,,GSC
hmfurn_c,4-hydroxy-5-methyl-3(2H)-furanone,,,,,,,,,,,OUT,OUT,OUT,OUT,,,,,,,,,,,,OUT,OUT,OUT,OUT,
14glun_c, 1 4 alpha D Glucosyl n C6H12O6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1Dgali_c,1 alpha D Galactosyl myo inositol C12H22O11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1agly3p_SC_c,1 Acyl glycerone 3 phosphate  yeast specific C1920H3422O700P100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1p3h5c_c,L 1 Pyrroline 3 hydroxy 5 carboxylate C5H6NO3,,IS,IS,IS,IS,IS,,,,,,,,,,,IS,IS,IS,IS,IS,,,,,,,,,
25dthpp_c,2 5 diamino 6 ribitylamino 4 3H  pyrimidinone 5  phosphate C9H16N5O8P,OUT,,,,,,,,,,,,,,,OUT,,,,,,,,,,,,,,
2ahhmp_m,2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine C7H9N5O2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2dhp_m,2-Dehydropantoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2hb_c,2 Hydroxybutyrate C4H7O3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2hhxdal_c,2 Hydroxy hexadecanal C16H32O2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2hp6mp_m,2 Hexaprenyl 6 methoxyphenol C37H56O2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2hpmhmbq_m,2 hexaprenyl 3 methyl 5 hydroxy 6 methoxy 1 4 benzoquinone C38H56O4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2mbald_m,2 methylbutyraldehyde C5H10O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2oxoadp_c,2 Oxoadipate C6H6O5,,,,,,,,GSC,,,,,,,,,,,,,,,GSC,,,,,,,
34hpl_m,3  4 Hydroxyphenyl lactate C9H9O4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34hpp_x,3-(4-Hydroxyphenyl)pyruvate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c3hmp_m,3-Carboxy-3-hydroxy-4-methylpentanoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c4mop_m,3-Carboxy-4-methyl-2-oxopentanoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3dh5hpb_c,3 Hexaprenyl 4 5 dihydroxybenzoate C37H53O4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3dsphgn_c,3 Dehydrosphinganine C18H38NO2,,,IS,IS,IS,IS,,,,,,,,,,,,IS,IS,IS,IS,,,,,,,,,
3hodcoa_x,(S)-3-Hydroxyoctadecanoyl-CoA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3mbald_c,3 Methylbutanal C5H10O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3mop_m,(S)-3-Methyl-2-oxopentanoate,,,IS,IS,IS,IS,,,,,,,,,,,,IS,IS,IS,IS,,,,,,,,,
3oddcoa_x,3-Oxododecanoyl-CoA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4fumacac_c,4 Fumarylacetoacetate C8H6O6,,,,,,,,GSC,,,,,,,,,,,,,,,GSC,,,,,,,
4gudbd_c,4 Guanidinobutanamide C5H13N4O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4h2oglt_c,4 Hydroxy 2 oxoglutarate C5H4O6,,,IS,IS,IS,IS,IN,,,,,,,,,,,IS,IS,IS,IS,IN,,,,,,,,
4h2oglt_x,4 Hydroxy 2 oxoglutarate C5H4O6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4hglusa_m,L 4 Hydroxyglutamate semialdehyde C5H9NO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4hpro_LT_m,Trans 4 Hydroxy L proline C5H9NO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5aop_m,5-Amino-4-oxopentanoate,,,IS,IS,IS,IS,,,,,,,,,,,,IS,IS,IS,IS,,,,,,,,,
5pmev_c, R  5 Phosphomevalonate C6H10O7P,OUT,,,,,,,,,,,,,,,OUT,,,,,,,,,,,,,,
Dara14lac_c,D Arabinono 1 4 lactone C5H8O5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2aadp_c,L 2 Aminoadipate C6H10NO4,,,,,,,,GSC,,,,,,,,,,,,,,,GSC,,,,,,,
N1sprm_c,N1 Acetylspermine C12H31N4O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abt_e,L Arabinitol C5H12O5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acald_m,Acetaldehyde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accoa_n,Acetyl-CoA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acglu_m,N-Acetyl-L-glutamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
achms_c,O Acetyl L homoserine C6H11NO4,GSC,GSC,,,,,GSC,GSC,,,,,,,,GSC,GSC,,,,,GSC,GSC,,,,,,,
acon5m_c,E 3 carboxyl 2 pentenedioate 5 methyl ester C7H6O6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acorn_m,N2-Acetyl-L-ornithine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acrn_c,O Acetylcarnitine C9H17NO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acrn_x,O Acetylcarnitine C9H17NO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actn__R_c, R  Acetoin C4H8O2,OUT,,,,,,OUT,IN,,,,,,,OUT,OUT,,,,,,OUT,IN,,,,,,,OUT
adp_m,ADP C10H12N5O10P2,,,IS,IS,IS,IS,,,,,,,,,,,,IS,IS,IS,IS,,,,,,,,,
adp_v,ADP C10H12N5O10P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adprib_m,ADPribose C15H21N5O14P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akg_m,2-Oxoglutarate,,,GSC,GSC,GSC,GSC,,,,,,,,,,,,GSC,GSC,GSC,GSC,,,,,,,,,
ala__L_m,L-Alanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allphn_c,Allophanate C2H3N2O3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amet_m,S-Adenosyl-L-methionine,,,IN,IN,IN,IN,,,,,,,,,,,,IN,IN,IN,IN,,,,,,,,,
amp_n,AMP C10H12N5O7P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argtrna_m,L-Arginyl-tRNA(Arg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asp__L_n,L-Aspartate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
btamp_c,Biotinyl 5  AMP C20H27N7O9PS,IS,OUT,IS,IS,IS,IS,IS,OUT,,,,,,,,IS,OUT,IS,IS,IS,IS,IS,OUT,,,,,,,
cbp_n,Carbamoyl phosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cer3_26_c,Ceramide 3  Phytosphingosinen C260OH  C44H89NO5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cholp_c,Choline phosphate C5H13NO4P,,,IS,IS,IS,IS,,IN,,,,,,,,,,IS,IS,IS,IS,,IN,,,,,,,
